,address1,address2,MLS Number,sale_price,City,Sub Div,Type,Floor Plan Description,Bdrms,Baths Full,Baths Half,Year Built,Sqft Main,SQFT MAIN SOURCE,Below Grade Finished Sq Ft,Below Grade Finished Sq Ft Source,Lot Size,School District,Fireplace?,Fireplace Description,Basement,Basement Description,Garage/Parking?,Construction,Architecture,Roof,Lot Description,In Floodplain,Inside City Limits,Street Maintenance,Central Air,Heat,Cool,Water,Sewer,zip_code,lot_size
1694,312 Crestview Court,"Raymore, MO 64083",2217086,319000,Raymore,Alexander Creek,Single Family,"Ranch, Reverse 1.5 Story",3,2,0,2019,1652.0,Builder,0,Builder,"7,507",Raymore-Peculiar,1,"Gas Starter, Great Room",1,"Full, Not Finished, Stubbed for Bath",1,"Stucco & Frame, Vinyl Siding",Traditional,Composition,"City Lot, Cul-De-Sac",0,1,Pub Maint,1,Central Gas,Central Electric,City/Public,City/Public,64083,0.17233700642791552
1695,11706 E 229th Street,"Peculiar, MO 64078",2201000,319900,Peculiar,Fox's Den,Single Family,2 Stories,4,2,1,1990,2006.0,Builder,0,Builder,"9,999",Raymore-Peculiar,1,"Gas, Great Room",1,"Full, Not Finished",1,"Stucco & Frame, Wood Siding",Traditional,Composition,"City Lot, Level",0,0,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64078,0.22954545454545455
1696,1530 Wildwood Circle,"Raymore, MO 64083",2176522,319900,Raymore,Stonegate,Single Family,"Ranch, Reverse 1.5 Story",3,3,1,2004,2400.0,Other,1480,Other,"15,735",Raymore-Peculiar,1,Family Room,1,Walk Out,1,Board/Batten,Traditional,Composition,"Corner Lot, Cul-De-Sac",0,0,,1,Heat Pump,Central Electric,City/Public,City/Public,64083,0.36122589531680444
1697,1502 Haystack Road,"Raymore, MO 64083",2161312,319900,Raymore,Stonegate,Single Family,Ranch,4,3,0,1990,1885.0,Public Record,1555,Other,"11,675",Raymore-Peculiar,1,"Gas, Great Room",1,"Finished, Full, Walk Out",1,Board/Batten,Traditional,Composition,"Adjoin Greenspace, City Lot",0,0,,1,"Forced Air Gas, Heat Pump",Central Electric,City/Public,City/Public,64083,0.26802112029384756
1698,817 Blue Grama Court,"Raymore, MO 64083",2148756,319900,Raymore,Meadowood of the Good Ranch,Single Family,"Ranch, Reverse 1.5 Story",3,3,0,2019,1503.0,Plans,1061,Public Record,66X127,Raymore-Peculiar,1,"Electric, Family Room, Great Room",1,"Egress Window, Inside Entrance, Walk Out",1,"Board/Batten, Stone Veneer",Traditional,Composition,"City Limits, City Lot, Cul-De-Sac",0,1,Pub Maint,1,Forced Air Gas,Central Electric,City/Public,City/Public,64083,0.19242424242424241
1699,17800 S State Route D Rural Route,"Belton, MO 64012",2225197,320000,Belton,Millers Estates,Single Family,Raised Ranch,3,2,1,1986,1408.0,Public Record,1408,Public Record,3 ac,Belton,1,"Electric, Family Room, Great Room, Wood Burn Stove",1,"Finished, Walk Out",1,Brick & Frame,Traditional,Composition,"Acreage, Level, Treed",0,0,,1,Central Electric,"Attic Fan, Central Electric",City/Public,Septic,64012,3.0
1700,19305 S School Road,"Raymore, MO 64083",2218255,320000,Raymore,Other,Single Family,Ranch,3,2,0,1981,1684.0,Public Record,0,Public Record,130680,Raymore-Peculiar,1,"Great Room, Masonry, Wood Burning",1,"Full, Inside Entrance",1,"Board/Batten, Brick Trim",Traditional,Composition,"Acreage, Level, Treed",0,0,Paved,1,Heat Pump,"Attic Fan, Heat Pump",Rural,Septic,64083,3.0
1701,12400 Live Oak Circle,"Peculiar, MO 64078",2203260,320000,Peculiar,Twin Oaks,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2020,1504.0,Builder,927,Builder,.3 ac,Raymore-Peculiar,1,"Gas, Great Room",1,"Daylight, Finished",1,"Lap, Stucco",Traditional,Composition,City Lot,0,0,Paved,1,Central Gas,Central Electric,City/Public,City/Public,64078,0.3
1702,19025 S Purvis Road,"Pleasant Hill, MO 64080",2201833,320000,Pleasant Hill,Other,Single Family,Earth Contact,3,2,0,1983,2580.0,Public Record,0,Public Record,8 ac,Strasburg,0,,0,,0,Stone Trim,Other,Composition,"Acreage, Level, Treed",0,-1,,1,Central Electric,"Attic Fan, Central Electric",City/Public,Septic,64080,8.0
1703,814 Blue Grama Court,"Raymore, MO 64083",2148766,320000,Raymore,Meadowood of the Good Ranch,Single Family,"Ranch, Reverse 1.5 Story",3,3,0,2019,1503.0,Plans,1061,Public Record,66X127,Raymore-Peculiar,1,"Electric, Family Room, Great Room",1,"Daylight, Egress Window, Inside Entrance",1,"Board/Batten, Stone Veneer",Traditional,Composition,"City Limits, City Lot, Cul-De-Sac",0,1,Pub Maint,1,Forced Air Gas,Central Electric,City/Public,City/Public,64083,0.19242424242424241
1704,327 SW Albatross Court,"Lee's Summit, MO 64082",2221377,320500,Lees Summit,Raintree Lake,Single Family,2 Stories,4,2,1,2003,2541.0,Public Record,941,Public Record,80X125,Raymore-Peculiar,1,Great Room,1,"Full, Inside Entrance, Not Finished",1,"Brick Trim, Lap",Traditional,Composition,Level,0,0,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64082,0.2295684113865932
1705,502 Tanner Drive,"Belton, MO 64012",2199502,321000,Belton,Cherry Hill,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2007,1742.0,Appraisal,1273,Appraisal,81X138,Belton,1,"Gas, Great Room",1,"Finished, Full, Inside Entrance",1,"Lap, Stucco",Traditional,Composition,City Lot,0,0,,1,Heatpump/Gas,"Attic Fan, Central Electric",City/Public,City/Public,64012,0.2566115702479339
1706,1409 Brompton Lane,"Raymore, MO 64083",2193254,321925,Raymore,Creekmoor- Westbrook Villas at,Single Family,"Ranch, Reverse 1.5 Story",3,3,0,2005,1578.0,Public Record,860,Public Record,6875,Raymore-Peculiar,1,"Family Room, Gas, Gas Starter, Living Room",1,"Daylight, Finished, Full",1,"Frame, Stucco",Traditional,Composition,"Adjoin Golf Course, City Limits, Level",0,1,Pub Maint,1,Forced Air Gas,Central Electric,City/Public,City/Public,64083,0.15782828282828282
1707,7703 E 201st Terrace,"Belton, MO 64012",2172782,322000,Belton,Pickering Estates,Single Family,1.5 Stories,4,2,1,2004,2193.0,Public Record,0,Public Record,82764,Raymore-Peculiar,1,"Great Room, Masonry, Wood Burning",1,"Full, Inside Entrance",1,Cedar,Other,Composition,"Acreage, Cul-De-Sac, Stream(s), Wooded",1,0,Paved,1,Heat Pump,"Attic Fan, Heat Pump",Rural - Verify,City/Public,64012,1.9
1708,4400 E 211th Street,"Belton, MO 64012",2185343,322000,Belton,Sycamore Ridge,Single Family,Ranch,4,3,0,1977,1530.0,Public Record,1530,Public Record,145490,Belton,1,Living Room,1,"Finished, Walk Out, Walk Up",1,"Brick Trim, Vinyl Siding",Traditional,Composition,"Acreage, Level, Pond(s), Treed",0,-1,Gravel,1,Heat Pump,"Attic Fan, Heat Pump",Rural,Septic,64012,3.3399908172635446
1709,220 SW Seagull Street,"Lee's Summit, MO 64082",2213943,322000,Lees Summit,Raintree Lake,Single Family,"Ranch, Reverse 1.5 Story",3,3,1,1988,1600.0,Public Record,1500,Public Record,142X97,Raymore-Peculiar,1,"Gas, Gas Starter, Living Room",1,"Finished, Full, Walk Out",1,"Stucco, Vinyl Siding",Traditional,Composition,City Lot,0,1,Pub Maint,1,"Forced Air Gas, Natural Gas","Attic Fan, Central Electric",City/Public,City/Public,64082,0.3162075298438935
1710,1300 Ashbury Lane,"Raymore, MO 64083",2226500,322500,Raymore,Creekmoor- Village at So Hills,Single Family,2 Stories,4,2,1,2007,2120.0,Public Record,0,Agent,6930,Raymore-Peculiar,1,"Gas, Great Room",1,"Concrete, Full, Walk Out",1,Frame,Traditional,Composition,City Lot,0,0,,1,Heatpump/Gas,Heat Pump,City/Public,City/Public,64083,0.1590909090909091
1711,5130 SW Sandpiper Drive,"Lee's Summit, MO 64082",2205711,323000,Lees Summit,Raintree Lake,Single Family,3 Stories,4,4,1,1990,2774.0,Appraisal,1150,Appraisal,15400,Raymore-Peculiar,1,"Family Room, Gas",1,"Concrete, Finished, Full",1,"Frame, Wood Siding",Victorian,Composition,Level,0,0,Pub Maint,1,Radiant,Central Electric,City/Public,City/Public,64082,0.35353535353535354
1712,1302 Ashbury Lane,"Raymore, MO 64083",2211647,323000,Raymore,Creekmoor- Village at So Hills,Single Family,"Ranch, Reverse 1.5 Story",3,3,0,2009,1557.0,Public Record,650,Public Record,.1591 ac,Raymore-Peculiar,1,"Gas, Great Room",1,"Finished, Full, Walk Out",1,Frame,Traditional,Composition,City Lot,0,0,,1,Heatpump/Gas,Central Electric,City/Public,City/Public,64083,0.1591
1713,1211 Cooper Drive,"Raymore, MO 64083",2153019,323350,Raymore,Eagle Glen,Single Family,"Ranch, Reverse 1.5 Story",3,3,0,2018,1504.0,Builder,927,Builder,8564,Raymore-Peculiar,1,"Gas, Great Room",1,"Egress Window, Finished, Full",1,"Lap, Stucco",Traditional,Composition,City Lot,0,0,"Pub Maint, Paved",1,Central Gas,Central Electric,City/Public,City/Public,64083,0.19660238751147843
1714,1310 Mission Drive,"Raymore, MO 64083",2205998,324000,Raymore,Eagle Glen,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2018,1431.0,Public Record,935,Public Record,10313,Raymore-Peculiar,1,Great Room,1,"Egress Window, Finished, Full",1,"Stone Trim, Stucco & Frame",Traditional,Composition,"City Lot, Cul-De-Sac",0,1,"Pub Maint, Paved",1,Central Gas,Central Electric,City/Public,City/Public,64083,0.23675390266299357
1715,12404 Black Oak Circle,"Peculiar, MO 64078",2237019,324500,Peculiar,Twin Oaks,Single Family,2 Stories,3,2,1,1990,1511.0,Agent,0,Agent,90X110,Raymore-Peculiar,1,Living Room,1,Concrete,1,Brick & Frame,Contemporary,Composition,,0,0,,1,"Central Electric, Central Gas",Central Electric,City/Public,City/Public,64078,0.22727272727272727
1716,1012 Clayton Drive,"Raymore, MO 64083",2162937,324500,Raymore,Remington Estates,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2019,1275.0,Plans,741,Plans,"11,463",Raymore-Peculiar,1,"Gas, Great Room",1,"Finished, Walk Out",1,"Stone Trim, Wood Siding",Traditional,Composition,"Adjoin Greenspace, City Limits, City Lot, Cul-De-Sac",0,1,"Pub Maint, Paved",1,Central Gas,Central Electric,City/Public,City/Public,64083,0.2631542699724518
1717,811 S Washington Street,"Raymore, MO 64083",2194653,324650,Raymore,Shadowood,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2018,2400.0,Builder,0,Builder,9057,Raymore-Peculiar,1,"Electric, Gas",1,"Finished, Full, Walk Out",1,"Stone Trim, Stucco & Frame",Traditional,Composition,"City Limits, City Lot",0,1,"Pub Maint, Paved",1,"Forced Air Electric, Heat Pump","Central Electric, Heat Pump",City/Public,City/Public,64083,0.20792011019283746
1718,195 Tanner Drive,"Belton, MO 64012",2228844,324900,Belton,Cherry Hill,Single Family,Reverse 1.5 Story,4,3,0,2020,1480.0,Plans,875,Plans,"9,820",Belton,1,Living Room,1,"Finished, Walk Out",1,"Stucco, Wood Siding",Traditional,Composition,City Lot,0,1,,1,Forced Air Gas,Heat Pump,City/Public,City/Public,64012,0.22543617998163454
1719,905 Terrace Drive,"Raymore, MO 64083",2164581,324900,Raymore,Moon Valley,Single Family,2 Stories,4,4,1,2005,2542.0,Public Record,1151,Public Record,140X89,Raymore-Peculiar,1,"Gas, Living Room",1,Finished,1,"Stone Trim, Stucco",Traditional,Composition,City Lot,0,0,,1,"Heat Pump, Natural Gas","Central Electric, Heat Pump",City/Public,City/Public,64083,0.2860422405876951
1720,1403 Rylee Court,"Raymore, MO 64083",2158846,324900,Raymore,Brookside,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2019,1360.0,Plans,950,Plans,10941,Raymore-Peculiar,1,"Gas, Gas Starter, Living Room",1,"Daylight, Finished",1,Stone & Frame,Traditional,Composition,Treed,0,1,"Pub Maint, Paved",1,Forced Air Gas,Central Electric,City/Public,City/Public,64083,0.25117079889807165
1721,1424 Brompton Lane,"Raymore, MO 64083",2224905,325000,Raymore,Creekmoor- Westbrook Villas at,Single Family,Ranch,2,2,0,2008,1712.0,Public Record,0,Public Record,8125,Raymore-Peculiar,1,"Gas, Great Room",1,"Concrete, Full, Walk Out",1,Stucco & Frame,Traditional,Composition,City Lot,0,1,"Pub Maint, Paved",1,Heatpump/Gas,Heat Pump,City/Public,City/Public,64083,0.18652433425160697
1722,1401 Rylee Court,"Raymore, MO 64083",2220655,325000,Raymore,Brookside,Single Family,Reverse 1.5 Story,4,3,0,1990,1265.0,Plans,800,Plans,9932,Raymore-Peculiar,0,,1,Finished,1,Stone & Frame,,Composition,Wooded,0,0,,1,Central Gas,Central Electric,City/Public,City/Public,64083,0.22800734618916438
1723,23812 S Chadwick Drive,"Peculiar, MO 64078",2220262,325000,Peculiar,Chadwick Estates,Single Family,Ranch,3,3,0,1990,1590.0,Public Record,0,Public Record,"130,680",Raymore-Peculiar,1,Living Room,1,Walk Out,1,Frame,Traditional,Composition,Treed,0,-1,Paved,1,Heat Pump,Heat Pump,City/Public,Septic,64078,3.0
1724,23700 S Tanaine Lane,"Peculiar, MO 64078",2169906,325000,Peculiar,Chadwick Estates,Single Family,Split Entry,4,3,0,1991,1496.0,Public Record,858,Public Record,5 ac,Raymore-Peculiar,1,"Dining Room, Living Room, Wood Burning",0,"Finished, Full, Walk Out",1,"Brick & Frame, Vinyl Siding",Traditional,Composition,"Acreage, Estate Lot, Pond(s), Treed",0,-1,Paved,1,Heat Pump,"Attic Fan, Heat Pump",City/Public,Septic,64078,5.0
1725,708 Shoreview Drive,"Raymore, MO 64083",2171038,325000,Raymore,Lakeshore Place,Single Family,Split Entry,4,3,1,1999,2754.0,Public Record,0,Public Record,92X105,Raymore-Peculiar,1,"Family Room, Gas Starter, Great Room",1,"Finished, Full",1,Frame,Traditional,Composition,"City Lot, Cul-De-Sac, Lake Front, Treed",0,1,"Pub Maint, Paved",1,Forced Air Gas,"Attic Fan, Central Electric",City/Public,City/Public,64083,0.22176308539944903
1726,22901 S Creekview Drive,"Peculiar, MO 64078",2161130,325000,Peculiar,Fox's Den,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2018,1370.0,Builder,795,Builder,"11,806",Raymore-Peculiar,1,Great Room,1,"Finished, Full, Walk Out",1,"Stone & Frame, Wood Siding",Traditional,Composition,City Lot,0,1,,1,Central Gas,Central Electric,City/Public,City/Public,64078,0.27102846648301193
1727,22912 S Fox's Lane,"Peculiar, MO 64078",2136905,325000,Peculiar,Fox's Den,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2018,1405.0,Builder,875,Builder,"11,806",Raymore-Peculiar,1,Great Room,1,"Finished, Full, Walk Out",1,"Stone & Frame, Wood Siding",Traditional,Composition,City Lot,0,1,,1,Central Gas,Central Electric,City/Public,City/Public,64078,0.27102846648301193
1728,305 Tanner Drive,"Belton, MO 64012",2171127,325000,Belton,Cherry Hill,Single Family,1.5 Stories,5,3,1,1997,2356.0,Public Record,1046,Public Record,"10,080",Belton,1,"Gas, Gas Starter, Great Room, Hearth Room",1,"Finished, Walk Out",1,"Stucco, Wood Siding",Traditional,Composition,"City Lot, Level",0,1,Pub Maint,1,"Central Gas, Natural Gas","Attic Fan, Central Electric",City/Public,City/Public,64012,0.23140495867768596
1730,1134 SW Cheshire Drive,"Lee's Summit, MO 64083",2162027,325025,Lees Summit,Kensington Farms,Single Family,Ranch,3,2,0,2019,1802.0,Builder,0,Builder,12452,Raymore-Peculiar,1,"Gas, Great Room",1,"Egress Window, Full, Stubbed for Bath",1,"Stone Veneer, Vinyl Siding",Traditional,Composition,"Corner Lot, Level",0,1,Pub Maint,1,Central Gas,Central Electric,City/Public,City/Public,64083,0.28585858585858587
1731,24409 Trail Ridge Pass,"Cleveland, MO 64734",2195565,325500,Cleveland,Lazy Y,Single Family,Raised Ranch,5,4,0,1976,2506.0,Public Record,676,Public Record,348480,Cass-Midway,1,"Family Room, Insert, Living Room, Masonry, Wood Burning",1,"Finished, Full, Walk Out",1,Brick & Frame,Traditional,Composition,"Acreage, Pond(s), Treed",0,1,"Pub Maint, Paved",1,"Central Electric, Zoned",Central Electric,City/Public,"City/Public, Grinder Pump",64734,8.0
1732,1308 Belinder Drive,"Raymore, MO 64083",2201969,325900,Raymore,Eagle Glen,Single Family,2 Stories,4,2,1,2016,2112.0,RPR,0,RPR,13035,Raymore-Peculiar,1,"Gas, Great Room",1,"Concrete, Daylight",1,Lap,Traditional,Composition,"City Lot, Corner Lot",0,0,Paved,1,Central Gas,Central Electric,City/Public,City/Public,64083,0.29924242424242425
1733,1400 SW Fairfax Road,"Lee's Summit, MO 64083",2136877,326700,Lees Summit,Kensington Farms,Single Family,Reverse 1.5 Story,3,3,0,2018,1601.0,Builder,600,Builder,104X139,Raymore-Peculiar,0,,1,"Concrete, Full, Stubbed for Bath",1,"Stone Veneer, Vinyl Siding",Traditional,Composition,Corner Lot,0,0,,1,Central Gas,Central Electric,City/Public,City/Public,64083,0.33186409550045914
1734,1556 SW Cornwall Road,"Lee's Summit, MO 64083",2159881,327000,Lees Summit,Kensington Farms,Single Family,2 Stories,4,2,1,2016,3325.0,Public Record,0,Agent,14148,Raymore-Peculiar,1,"Gas, Great Room",1,Full,1,"Frame, Vinyl Siding",Traditional,Composition,Adjoin Greenspace,0,0,,1,Central Gas,Central Gas,City/Public,City/Public,64083,0.3247933884297521
1736,11900 Centennial Street,"Peculiar, MO 64078",2158317,327000,Peculiar,Centennial Farms,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2019,1600.0,Builder,600,Builder,90X142,Raymore-Peculiar,1,"Gas Starter, Great Room",1,"Egress Window, Finished, Full",1,Stone & Frame,Traditional,Composition,"City Lot, Level, Treed",0,1,Pub Maint,1,"Forced Air Gas, Natural Gas",Central Electric,City/Public,City/Public,64078,0.29338842975206614
1737,1708 Foxtail Drive,"Pleasant Hill, MO 64080",2210766,328000,Pleasant Hill,Hunters Ridge,Single Family,1.5 Stories,4,3,0,2005,2090.0,RPR,1300,RPR,87X203,Pleasant Hill,1,Living Room,1,"Finished, Full",1,"Brick Trim, Lap",Traditional,Composition,Level,0,0,,1,"Forced Air Gas, Heat Pump",Central Electric,City/Public,City/Public,64080,0.4054407713498623
1738,4702 E 215th Street,"Belton, MO 64012",2165343,328000,Belton,Other,Single Family,2 Stories,3,3,1,1970,2228.0,Public Record,0,Public Record,435600,Raymore-Peculiar,1,Great Room,1,"Concrete, Inside Entrance",0,"Brick Trim, Metal Siding",Traditional,Composition,"Acreage, Pond(s)",0,0,,1,"Propane Gas, Wood Burn Stove",Central Electric,City/Public,Septic,64012,10.0
1739,1206 Ragan Drive,"Pleasant Hill, MO 64080",2195592,328200,Pleasant Hill,Ridge Tree,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2019,1750.0,Builder,800,Builder,131X139,Pleasant Hill,1,"Gas, Great Room",1,"Daylight, Egress Window, Full",1,"Stone Trim, Stucco & Frame",Traditional,Composition,City Limits,0,1,Pub Maint,1,"Forced Air Gas, Heat Pump","Central Electric, Heat Pump",City/Public,City/Public,64080,0.4180211202938476
1740,11803 Centennial Street,"Peculiar, MO 64078",2207307,329000,Peculiar,Centennial Farms,Single Family,Raised Ranch,4,3,0,2020,1760.0,Builder,701,Builder,120X130,Raymore-Peculiar,1,"Gas Starter, Great Room",1,"Egress Window, Finished, Walk Out",1,Stone & Frame,Traditional,Composition,,0,1,Pub Maint,1,"Forced Air Gas, Natural Gas",Central Electric,City/Public,City/Public,64078,0.3581267217630854
1741,22501 Settler Circle,"Peculiar, MO 64078",2136569,329780,Peculiar,Centennial Farms,Single Family,Ranch,3,2,0,2018,1816.0,Plans,0,Plans,"28,691",Raymore-Peculiar,1,Great Room,1,"Egress Window, Full, Not Finished",1,"Stone Trim, Wood Siding",Traditional,Composition,,0,1,"Pub Maint, Paved",1,Central Electric,Central Electric,City/Public,City/Public,64078,0.6586547291092746
1742,1114 SW Cheshire Drive,"Lee's Summit, MO 64083",2192275,329790,Lees Summit,Kensington Farms,Single Family,Ranch,3,2,0,2019,1789.0,Builder,0,Builder,9292,Raymore-Peculiar,1,Great Room,1,"Egress Window, Full, Stubbed for Bath",1,"Board/Batten, Stone Veneer",Traditional,Composition,Level,0,1,Pub Maint,1,Central Gas,Central Electric,City/Public,City/Public,64083,0.2133149678604224
1743,554 Avondale Lane,"Raymore, MO 64083",2217534,329900,Raymore,Creekmoor- Village at So Hills,Single Family,2 Stories,4,3,1,2007,2109.0,Public Record,822,Public Record,7992,Raymore-Peculiar,1,"Gas, Gas Starter, Great Room",1,"Daylight, Finished, Full",1,Stone & Frame,Traditional,Composition,"Adjoin Greenspace, Level, Treed",0,1,"Pub Maint, Paved",1,Central Gas,Central Electric,City/Public,City/Public,64083,0.1834710743801653
1744,4701 E 184th Terrace,"Belton, MO 64012",2179617,329900,Belton,Cottonwood Springs,Single Family,1.5 Stories,4,2,2,1990,1734.0,Public Record,612,Public Record,2 ac,Belton,1,Basement,0,"Finished, Full",1,Frame,Traditional,Composition,"Acreage, Cul-De-Sac",0,-1,"Pub Maint, Paved",1,"Forced Air Electric, Heat Pump",Central Electric,Rural,Septic,64012,2.0
1745,1215 Hampton Drive,"Raymore, MO 64083",2145390,329900,Raymore,Creekmoor,Single Family,2 Stories,4,3,1,2010,2151.0,Public Record,537,Owner,115X186,Raymore-Peculiar,1,"Gas, Living Room",1,"Daylight, Finished",1,Frame,Traditional,Composition,City Lot,0,0,Pub Maint,1,"Forced Air Gas, Natural Gas",Central Electric,City/Public,City/Public,64083,0.49104683195592286
1746,209 N Eastglen Drive,"Raymore, MO 64083",2185987,329950,Raymore,Eagle Glen,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2019,1298.0,Plans,885,Plans,9034,Raymore-Peculiar,1,"Electric, Gas, Great Room, Insert",1,"Daylight, Egress Window, Finished",1,"Lap, Stucco",Traditional,Composition,"City Limits, City Lot, Level",0,1,"Pub Maint, Paved",1,"Central Electric, Hot Water",Central Electric,City/Public,City/Public,64083,0.2073921028466483
1747,1101 SW Cheshire Drive,"Lee's Summit, MO 64083",2144249,329990,Lees Summit,Kensington Farms,Single Family,Ranch,3,2,0,2018,1802.0,Builder,0,Builder,10046,Raymore-Peculiar,1,Great Room,1,"Daylight, Full, Stubbed for Bath",1,"Stone Veneer, Vinyl Siding",Traditional,Composition,,0,0,,1,Forced Air Gas,Central Electric,City/Public - Verify,City/Public,64083,0.23062442607897155
1749,1307 Wiltshire Boulevard,"Raymore, MO 64083",2185870,330000,Raymore,Creekmoor,Single Family,2 Stories,4,2,1,2007,2652.0,Public Record,0,Public Record,"13,351",Raymore-Peculiar,1,"Gas Starter, Great Room",1,"Full, Stubbed for Bath, Walk Out",1,"Stone Trim, Wood Siding",Traditional,Composition,"Adjoin Greenspace, City Lot, Level",0,1,"Pub Maint, Paved",1,Heatpump/Gas,Central Electric,City/Public,City/Public,64083,0.30649678604224057
1750,5801 E 210th Street,"Belton, MO 64012",2210991,330000,Belton,Jamison Southview Estates,Single Family,Ranch,3,2,1,1978,1680.0,Public Record,1048,Owner,99317,Belton,1,"Basement, Great Room, Masonry, Wood Burn Stove",1,"Concrete, Full",1,"Board/Batten, Brick Trim",Traditional,Composition,"Acreage, Corner Lot",0,0,,1,Heat Pump,"Attic Fan, Heat Pump",City/Public,Septic,64012,2.2800045913682276
1751,4631 SW Olympia Place,"Lee's Summit, MO 64082",2170102,330000,Lees Summit,Fountains at Raintree,Single Family,Ranch,3,3,0,2011,1763.0,Public Record,1000,Owner,60X100,Raymore-Peculiar,1,"Gas Starter, Great Room",1,"Egress Window, Finished, Full",1,"Brick Trim, Vinyl Siding",Traditional,Composition,"City Limits, Level",0,1,"Pub Maint, Paved",1,"Central Electric, Heatpump/Gas",Central Electric,City/Public,City/Public,64082,0.13774104683195593
1752,11902 Centennial Street,"Peculiar, MO 64078",2146395,330000,Peculiar,Centennial Farms,Single Family,Ranch,4,3,0,2018,1550.0,Builder,600,Builder,90X140,Raymore-Peculiar,1,"Gas Starter, Great Room",1,"Daylight, Finished, Full",1,Stone & Frame,Traditional,Composition,"City Lot, Level, Treed",0,1,Pub Maint,1,"Forced Air Gas, Natural Gas",Central Electric,City/Public,City/Public,64078,0.2892561983471074
1753,202 Cherry Hill Drive,"Belton, MO 64012",2218251,330000,Belton,Cherry Hill,Single Family,"Ranch, Reverse 1.5 Story",6,3,0,2002,1786.0,Public Record,1786,Public Record,13600,Belton,1,"Gas Starter, Great Room, Wood Burning",1,"Finished, Inside Entrance, Walk Out",1,"Stone Veneer, Wood Siding",Traditional,Composition,"City Lot, Level",0,0,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64012,0.3122130394857668
1754,1428 Brompton Lane,"Raymore, MO 64083",2182569,330000,Raymore,Creekmoor- Westbrook Villas at,Single Family,"Ranch, Reverse 1.5 Story",3,3,0,2008,1637.0,Builder,1158,Builder,8276,Raymore-Peculiar,1,"Family Room, Gas, Great Room",1,"Concrete, Finished, Walk Out",1,"Stone & Frame, Stucco",Traditional,Composition,,0,0,Pub Maint,1,Forced Air Gas,Central Electric,City/Public,City/Public,64083,0.18999081726354453
1755,22914 S State Route D Highway,"Cleveland, MO 64734",2174922,330000,Cleveland,Holmes Highland Estates,Single Family,Raised Ranch,4,2,0,1970,1750.0,Owner,0,Plans,"177,725",Cass-Midway,1,Living Room,1,"Concrete, Inside Entrance, Walk Out",1,"Board/Batten, Frame",,Composition,,0,0,,1,Central Gas,Central Electric,City/Public,Septic,64734,4.080004591368228
1756,1502 Buckeye Lane,"Pleasant Hill, MO 64080",2188474,330000,Pleasant Hill,Hickory Hills,Single Family,Ranch,4,3,0,2005,2018.0,Public Record,1500,Owner,"22,489",Pleasant Hill,1,Great Room,1,"Finished, Full, Walk Out",1,Frame,Traditional,Composition,"Treed, Wooded",0,0,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64080,0.5162764003673095
1757,810 S Franklin Street,"Raymore, MO 64083",2216761,331950,Raymore,Shadowood,Single Family,1.5 Stories,4,3,1,2019,2377.0,Builder,87,Builder,12221,Raymore-Peculiar,1,Family Room,1,"Concrete, Daylight, Full",1,"Stone & Frame, Stucco",Traditional,Composition,"City Limits, City Lot, Corner Lot",0,1,"Pub Maint, Paved",1,"Hot Water, Natural Gas",Central Electric,"City/Public, City/Public - Verify",City/Public,64083,0.28055555555555556
1758,19315 S State Route Y Highway,"Belton, MO 64012",2225564,332000,Belton,Brown Acres,Single Family,Raised Ranch,4,3,0,1972,2268.0,Appraisal,1428,Appraisal,"405,108",Belton,0,,1,"Finished, Walk Out",1,Wood Siding,Other,Composition,"Treed, Wooded",1,-1,,1,Forced Air Gas,Central Electric,City/Public,Septic,64012,9.3
1759,433 SW Seagull Street,"Lee's Summit, MO 64082",2173481,332000,Lees Summit,Raintree Lake,Single Family,2 Stories,5,4,1,2001,2544.0,Public Record,1008,Public Record,75X131,Raymore-Peculiar,1,Great Room,1,"Finished, Inside Entrance, Walk Out",1,"Brick Trim, Stucco",Traditional,Composition,,0,0,,1,"Forced Air Gas, Natural Gas","Attic Fan, Central Electric",City/Public,City/Public,64082,0.2255509641873278
1761,1515 Horseshoe Drive,"Raymore, MO 64083",2226763,332500,Raymore,Stonegate of the Good Ranch,Single Family,1.5 Stories,5,3,1,2001,2386.0,Public Record,500,Public Record,14960,Raymore-Peculiar,1,"Gas, Great Room",1,"Finished, Full",1,"Board/Batten, Brick Trim",Traditional,Composition,City Lot,0,1,Pub Maint,1,Forced Air Gas,Central Electric,City/Public,City/Public,64083,0.3434343434343434
